"","x"
"324",10.68425305
"325",10.32221052
"326",7.884037129
"327",8.792010378
"328",5.804212301
"329",10.20497261
"330",9.765762088
"331",11.77080243
"332",10.04066864
"333",12.34370596
"334",7.088269329
"335",7.456754868
"336",7.876106527
"337",6.23274695
"338",8.430412933
"339",7.650204341
"340",11.31210861
"341",5.304526139
"342",7.4383307
"343",9.925524287
"344",12.78207846
"345",10.61932664
"346",11.2295866
"347",10.73102649
"348",11.18199627
"349",10.64409894
"350",10.85551227
"351",8.271135287
"352",8.984367253
"353",6.332813683
"354",8.708672261
"355",12.14370184
"356",12.47678259
"357",12.54104004
"358",8.202288235
"359",5.775011342
"360",11.40370323
"361",9.175518267
"362",10.11699354
"363",10.41538188
"364",8.457627626
"365",9.417077465
"366",11.04586893
"367",8.746246029
"368",7.475054348
"369",8.451654215
"370",7.307485322
"371",12.54196781
"372",7.05785521
"373",6.93775046
"374",12.89473947
"375",7.687304441
"376",10.09328732
"377",7.645111338
"378",8.658373736
"379",6.719407576
"380",10.59516738
"381",11.40254145
"382",9.823195682
"383",7.519049202
"384",12.22303821
"385",5.674109574
"386",10.55497199
"387",11.22167618
"388",8.993175529
"389",5.143591705
"390",9.376412018
"391",12.21293299
"392",8.68631473
"393",5.091855762
"394",9.747014708
"395",13.33574429
"396",10.31609195
"397",3.727489837
"398",10.81040424
"399",11.2992954
"400",9.781084234
"401",11.43637331
"402",12.98057393
"403",7.800212766
"404",10.30449624
"405",8.841175824
"406",6.927143957
"407",11.89181063
"408",9.29809123
"409",11.25337629
"410",9.832567084
"411",8.134224769
"412",8.78069515
"413",9.530721877
"414",11.3710383
"415",9.4735391
"416",9.203838148
"417",8.362750081
"418",8.721398421
"419",7.139206238
"420",7.554505265
"421",9.423254425
"422",6.716171308
"423",10.18153408
"424",5.633018878
"425",6.976643764
"426",10.94402531
"427",9.975572962
"428",10.42752285
"429",10.91107045
"430",12.82454196
"431",11.63231844
"432",8.443126783
"433",10.48552227
"434",10.19822721
"435",10.28933469
"436",9.571259517
"437",8.554949165
"438",8.336827818
"439",9.435028318
"440",8.210265113
"441",7.051462627
"442",6.757174443
"443",8.175780608
"444",7.230649134
"445",9.271300862
"446",12.61111093
"447",9.741160451
"448",10.23049069
"449",12.01165102
"450",8.249501126
"451",9.034196808
"452",11.20454058
"453",9.198248163
"454",9.336890658
"455",10.697156
"456",10.15641399
"457",12.90516159
"458",8.796547015
"459",9.193454161
"460",9.716078927
"461",10.00298108
"462",7.009003158
"463",6.771705028
"464",6.451570173
"465",7.889148766
"466",9.905286565
"467",12.16072307
"468",8.975514607
"469",10.13750497
"470",9.725953083
"471",8.617327938
"472",7.5405109
"473",8.409496006
"474",11.07919212
"475",9.436621487
"476",9.294845753
"477",7.749232435
"478",9.366203774
"479",9.559375152
"480",14.89139616
"481",5.850738081
"482",6.715901633
"483",8.908338092
"484",7.898875661
"485",6.133483889
"486",9.463177084
"487",6.173459712
"488",8.617298299
"489",8.319768979
"490",11.03768069
"491",7.710243522
"492",7.816068838
"493",10.72173387
"494",11.36915749
"495",12.01764282
"496",8.737072938
"497",9.82562225
"498",10.92078999
"499",6.83455846
"500",10.92519972
"501",6.312377614
"502",11.57588472
"503",12.33442136
"504",13.64736462
"505",8.059026176
"506",7.62501293
"507",9.043224709
"508",10.35173844
"509",6.122178443
"510",8.161027437
"511",11.16410034
"512",9.531958749
"513",8.897079723
"514",9.895224774
"515",9.301024143
"516",8.344206097
"517",9.279179728
"518",11.45745832
"519",9.902653809
"520",10.3253529
"521",9.204558604
"522",12.37381976
"523",10.48318577
"524",8.891630284
"525",7.68663272
"526",9.549163575
"527",9.430016608
"528",9.95951923
"529",11.30932208
"530",11.58911958
"531",7.088116626
"532",10.98604622
"533",12.85505504
"534",11.46708685
"535",8.46304256
"536",9.304725474
"537",11.99474828
"538",10.38836677
"539",9.822508697
"540",8.014438517
"541",6.190185977
"542",9.904510524
"543",10.86413428
"544",11.41176367
"545",6.68381739
"546",9.102673886
"547",13.95140454
"548",12.32794173
"549",12.95702582
"550",8.643400966
"551",5.861139016
"552",11.58104215
"553",10.62198989
"554",12.13330356
"555",8.623249309
"556",11.75215713
"557",9.455585244
"558",11.91769168
"559",9.813872365
"560",6.117709426
"561",10.30153121
"562",12.6125563
"563",10.96341657
"564",11.70812683
"565",10.82287406
"566",8.869462425
"567",9.150479502
"568",9.846325366
"569",11.12582326
"570",10.7237229
"571",6.055788786
"572",6.668473019
"573",4.563822345
"574",6.880501975
"575",10.27747727
"576",10.57501435
"577",10.5806964
"578",6.511441217
"579",9.304427217
"580",11.66415077
"581",9.042312134
"582",6.883281899
"583",8.821240337
"584",8.197881276
"585",8.624115961
"586",8.394010922
"587",10.22961183
"588",6.824306356
"589",8.899807995
"590",6.046458696
"591",10.86626566
"592",9.510636074
"593",10.66348058
"594",9.676203518
"595",11.77100487
"596",8.501563333
"597",13.77825125
"598",7.901014307
"599",11.73966095
"600",7.866165884
"601",7.79944865
"602",8.516057836
"603",9.077624562
"604",11.38276229
"605",3.968556621
"606",7.534247475
"607",5.892769989
"608",10.01389661
"609",8.531723731
"610",11.11429371
"611",11.63182973
"612",10.45544965
"613",6.209766071
"614",12.24634575
"615",10.38521746
"616",10.75016556
"617",10.16837553
"618",11.23055294
"619",7.582181166
"620",7.83851362
"621",5.752587826
"622",8.80914312
"623",9.364820339
"624",11.72290045
"625",6.755143541
"626",10.31356777
"627",9.580149025
"628",11.91123739
"629",11.13092034
"630",10.86322314
"631",12.19474225
"632",8.504272231
"633",8.778055093
"634",9.17930672
"635",12.98987456
"636",10.34095741
"637",9.75243496
"638",8.549708079
"639",7.116425916
"640",7.829497937
"641",9.15512917
"642",6.187250525
"643",8.554708933
"644",6.865471758
"645",13.46432864
"646",11.94797502
"647",11.40551615
"648",7.354760181
"649",11.73341444
"650",9.490605938
"651",9.347143372
"652",11.25263311
"653",6.735453607
"654",10.08108498
"655",7.615367042
"656",9.159343534
"657",5.284501396
"658",5.269928785
"659",9.756522538
"660",11.91019333
"661",11.82643677
"662",11.43544675
"663",4.74649527
"664",9.429794778
"665",8.309658456
"666",9.005046279
"667",6.827707821
"668",10.59155313
"669",9.947460707
"670",6.919596956
"671",8.782018601
"672",10.82105104
"673",8.93386356
"674",12.6121615
"675",9.234539549
"676",9.362157245
"677",8.06467202
"678",7.032683254
"679",9.546561727
"680",11.1270698
"681",7.416193291
"682",8.321221867
"683",9.158566515
"684",10.09825629
"685",6.31952199
"686",7.219017987
"687",11.19315867
"688",10.02501783
"689",11.94252506
"690",11.77856811
"691",9.335191703
"692",8.484930805
"693",12.75767427
"694",10.18290977
"695",13.80382717
"696",8.87202994
"697",9.682660573
"698",8.468567678
"699",10.28239849
"700",7.156767717
"701",12.61093801
"702",10.77646868
"703",13.83330403
"704",8.262908229
"705",8.573072595
"706",11.02748104
"707",9.463571769
"708",10.64275878
"709",7.104455543
"710",12.26033488
"711",8.803499531
"712",3.950829909
"713",11.38429093
"714",10.95356518
"715",10.80877144
"716",7.550807332
"717",12.74551914
"718",8.944012782
"719",7.190097261
"720",7.595538033
"721",9.030181517
"722",12.4605362
"723",6.646275045
"724",8.004800515
"725",6.363039517
"726",4.904360451
"727",10.71443188
"728",10.21410957
"729",9.7485335
"730",14.4958059
"731",9.276982525
"732",8.055313719
"733",6.946131008
"734",9.353473866
"735",8.451490298
"736",12.16989718
"737",8.688912327
"738",6.429745283
"739",10.13361011
"740",8.008673811
"741",11.70408596
"742",8.311994095
"743",12.67977146
"744",10.90608924
"745",11.57609363
"746",13.91673585
"747",5.62376303
"748",9.224039526
"749",12.01934974
"750",10.40741088
"751",6.625025528
"752",10.34396127
"753",13.4724273
"754",7.934929843
"755",11.05084448
"756",11.38751622
"757",8.775271581
"758",9.672969272
"759",7.951803182
"760",8.525217427
"761",12.2508494
"762",5.698054543
"763",7.177156657
"764",7.995244551
"765",8.275049655
"766",12.73558366
"767",11.6374874
"768",9.822504695
"769",9.828748283
"770",12.8738684
"771",13.83757097
"772",11.26956935
"773",6.364327342
"774",9.479618472
"775",10.55062341
"776",8.652250011
"777",11.07634187
"778",5.428923291
"779",7.011166662
"780",11.79325534
"781",11.42437581
"782",9.336367461
"783",7.717364053
"784",12.29352926
"785",12.37792857
"786",13.53790973
"787",6.486516056
"788",8.523421736
"789",9.029706361
"790",10.73578842
"791",6.881157503
"792",8.892503166
"793",10.08617862
"794",11.72787995
"795",9.643011403
"796",10.27440331
"797",9.042448478
"798",10.9155977
"799",7.446038583
"800",8.314667322
"801",10.65157217
"802",6.022593122
"803",11.06732411
"804",7.993232383
"805",9.584409186
"806",11.37643649
"807",7.564931483
"808",8.59090829
"809",8.945692732
"810",7.753776671
"811",8.690804879
"812",8.67725283
"813",10.7966347
"814",7.251147475
"815",8.516975176
"816",11.60392737
"817",6.906431315
"818",10.08499585
"819",9.839860694
"820",12.95124294
"821",9.699884053
"822",11.19495195
"823",7.24436854
"824",9.655219222
"825",6.215796027
"826",9.20044218
"827",9.092655054
"828",13.33475632
"829",7.807513679
"830",9.37247853
"831",11.86886257
"832",10.02639521
"833",7.729530923
"834",11.27349448
"835",8.136539282
"836",11.7077702
"837",8.210796
"838",9.494385824
"839",11.29347369
"840",9.374599602
"841",12.43535806
"842",5.887610869
"843",12.98053155
"844",9.016048037
"845",7.862167998
"846",9.67700378
"847",7.085296384
"848",8.001442152
"849",8.694833089
"850",9.754844821
"851",9.227066833
"852",9.43615086
"853",7.971783399
"854",11.68912764
"855",8.725220662
"856",6.993524106
"857",8.053673415
"858",4.809115867
"859",15.77016113
"860",8.815540883
"861",12.13852143
"862",5.948112892
"863",7.246302616
"864",5.999776701
"865",9.603143712
"866",8.027345608
"867",7.954263227
"868",12.05175111
"869",8.798983821
"870",7.563159046
"871",9.513966777
"872",11.92370178
"873",8.496579602
"874",8.948352995
"875",14.31623812
"876",7.983810792
"877",7.93114213
"878",8.12153338
"879",9.515245909
"880",10.96037858
"881",10.96758087
"882",10.60000339
"883",12.34085253
"884",7.870659168
"885",8.659141971
"886",9.0516065
"887",8.65174879
"888",12.31802794
"889",9.513467707
"890",11.20647712
"891",10.26406471
"892",10.71628519
"893",9.657666412
"894",12.33237991
"895",5.680995208
"896",10.33312584
"897",8.764480965
"898",8.739831376
"899",8.361344768
"900",8.505989254
"901",9.547438702
"902",8.580991451
"903",8.082226722
"904",10.86374948
"905",9.521587602
"906",8.121264768
"907",9.553701966
"908",10.90334768
"909",4.840699919
"910",13.84069329
"911",10.26884984
"912",6.647284656
"913",12.84552385
"914",9.976139543
"915",8.658433878
"916",8.468432331
"917",10.13849456
"918",7.434338795
"919",6.192034352
"920",7.904412565
"921",11.34303659
"922",12.07604202
"923",13.01232734
"924",9.97503045
"925",10.80492956
"926",7.534363974
"927",9.520976395
"928",8.151817999
"929",6.53469472
"930",8.82180046
"931",9.400252144
"932",6.215934855
"933",10.71496305
"934",10.38261589
"935",12.21439201
"936",7.890998767
"937",8.028039737
"938",12.43073106
"939",10.05063007
"940",14.10274695
"941",8.808219685
"942",11.77728242
"943",9.97373864
"944",10.25846928
"945",11.20111199
"946",8.908849537
"947",7.940523835
"948",10.01405265
"949",9.201210968
"950",8.902572269
"951",8.218161253
"952",11.45128961
"953",9.063800929
"954",10.77251503
"955",8.488642371
"956",13.64519076
"957",9.059235841
"958",8.036800805
"959",10.07319743
"960",8.921398991
"961",8.852823362
"962",7.378897481
"963",8.584988314
"964",9.780302087
"965",6.077256112
"966",12.9418725
"967",9.311734679
"968",11.39921338
"969",9.196617945
"970",7.778969818
"971",6.947123011
"972",12.59880544
"973",11.68094342
"974",7.16877069
"975",6.965523914
"976",9.522750197
"977",5.773030936
"978",6.929132447
"979",12.10130017
"980",10.32092147
"981",11.17237513
"982",8.897643252
"983",6.779029721
"984",9.03183261
"985",9.716702927
"986",9.897120186
"987",12.44093209
"988",9.48289277
"989",6.446263437
"990",9.84201415
"991",11.90613423
"992",9.352753963
"993",9.089652081
"994",5.0619079
"995",12.59956824
"996",9.062274838
"997",8.380566735
"998",9.680921719
"999",8.227186809
"1000",7.572263541
"1001",7.693394017
"1002",8.484810747
"1003",7.882861932
"1004",11.69235118
"1005",10.47991431
"1006",10.20850197
"1007",9.630320123
"1008",10.79690525
"1009",7.297615454
"1010",9.83423469
"1011",7.328676481
"1012",9.214268584
"1013",8.765639867
"1014",11.70094572
"1015",11.01049322
"1016",8.02709964
"1017",6.048384429
"1018",9.950755543
"1019",13.22736456
"1020",7.158667817
"1021",8.418995542
"1022",10.02452024
"1023",9.471640982
"1024",9.182257927
"1025",8.758521399
"1026",4.845013713
"1027",9.613424034
"1028",9.204615388
"1029",8.093603341
"1030",6.763707137
"1031",7.887072154
"1032",7.140974522
"1033",13.34054812
"1034",6.087472088
"1035",9.214982616
"1036",6.658658396
"1037",8.098356735
"1038",9.027308124
"1039",9.492227975
"1040",9.911450089
"1041",10.27197886
"1042",8.418540472
"1043",6.118016434
"1044",8.841939532
"1045",13.2803006
"1046",9.251400028
"1047",11.80361904
"1048",6.508044753
"1049",6.116006045
"1050",8.044139812
"1051",6.623759264
"1052",11.15945333
"1053",7.517167211
"1054",7.45011771
"1055",8.463346549
"1056",9.178442657
"1057",6.547521203
"1058",7.75286169
"1059",10.41028577
"1060",7.124584872
"1061",10.05697647
"1062",9.433731809
"1063",8.785296929
"1064",9.933215368
"1065",7.509986671
"1066",7.822907327
"1067",9.862227297
"1068",6.88742772
"1069",6.181853414
"1070",8.416429522
"1071",5.224075613
"1072",7.019184269
"1073",12.5404601
"1074",10.2005827
"1075",5.319330982
"1076",7.567687476
"1077",7.391482606
"1078",11.73017369
"1079",8.080364803
"1080",8.573080222
"1081",12.11558216
"1082",7.454417959
"1083",8.788515679
"1084",7.390819596
"1085",5.00141026
"1086",10.40957846
"1087",5.887630225
"1088",10.18184192
"1089",9.054019963
"1090",10.82402355
"1091",11.96801273
"1092",12.1086472
"1093",9.319873026
"1094",7.364161147
"1095",11.65175814
"1096",11.36764195
"1097",7.654401292
"1098",8.338737139
"1099",9.734845503
"1100",10.82188919
"1101",10.66935282
"1102",11.38904245
"1103",8.2326661
"1104",12.41595184
"1105",7.515700362
"1106",12.63027084
"1107",9.144800664
"1108",7.677741144
"1109",8.952853977
"1110",10.77391413
"1111",10.31208111
"1112",11.50590844
"1113",8.813734116
"1114",7.874589615
"1115",8.067763005
"1116",9.660491155
"1117",9.350180745
"1118",13.56116032
"1119",8.501901234
"1120",8.774976467
"1121",9.631817477
"1122",9.65935183
"1123",9.052891122
"1124",7.478695009
"1125",9.753573437
"1126",9.936266497
"1127",10.10693781
"1128",8.371501286
"1129",8.293233179
"1130",14.13439954
"1131",10.81223933
"1132",9.253751324
"1133",13.24482308
"1134",3.770116155
"1135",6.515532157
"1136",8.93475478
"1137",8.382959743
"1138",8.517226598
"1139",9.446913445
"1140",12.99599626
"1141",6.565673092
"1142",8.686248403
"1143",11.74579614
"1144",10.04789163
"1145",9.07867109
"1146",10.20567989
"1147",11.63050517
"1148",7.623858188
"1149",8.58666123
"1150",9.950141613
"1151",10.5405934
"1152",7.591407993
"1153",9.562972118
"1154",8.228108056
"1155",10.66547003
"1156",10.34731498
"1157",9.497078497
"1158",9.734653833
"1159",10.77760892
"1160",10.01954659
"1161",15.36408919
"1162",9.430370295
"1163",11.24210321
"1164",11.55965651
"1165",9.739064714
"1166",11.28780311
"1167",10.4056101
"1168",9.5482941
"1169",7.324246495
"1170",9.27972579
"1171",8.125823896
"1172",10.29326751
"1173",9.620980563
"1174",12.20106415
"1175",11.91687015
"1176",11.00365084
"1177",11.46313957
"1178",10.38316438
"1179",7.304398929
"1180",9.829443222
"1181",11.82960827
"1182",8.668392444
"1183",9.640244911
"1184",2.911593825
"1185",8.49023252
"1186",6.566386462
"1187",8.270644741
"1188",7.564841276
"1189",11.40294892
"1190",8.455179693
"1191",9.096479743
"1192",11.48404931
"1193",10.8466971
"1194",8.185331179
"1195",10.49058269
"1196",7.929184621
"1197",9.078333605
"1198",12.95872444
"1199",12.39109917
"1200",11.21437002
"1201",9.802121914
"1202",12.76188046
"1203",8.098776159
"1204",11.22912467
"1205",10.53847424
"1206",10.43686809
"1207",9.564562636
"1208",11.30364132
"1209",7.746665537
"1210",11.91671467
"1211",9.126918618
"1212",11.29086155
"1213",5.897588028
"1214",9.737825869
"1215",7.095791413
"1216",10.4332976
"1217",6.097162157
"1218",10.70399798
"1219",13.15673928
"1220",9.418423374
"1221",10.45667281
"1222",10.91888298
"1223",17.11146178
"1224",11.56159537
"1225",12.06475541
"1226",8.930295837
"1227",10.39608893
"1228",7.737155591
"1229",8.5730557
"1230",9.637937409
"1231",6.945624817
"1232",7.527047577
"1233",7.826534492
"1234",9.972087921
"1235",10.55171198
"1236",8.971134974
"1237",10.85411846
"1238",8.196523398
"1239",6.611426058
"1240",7.93803078
"1241",8.790297693
"1242",5.62315536
"1243",7.169843457
"1244",10.60458845
"1245",11.01916975
"1246",8.807636271
"1247",7.304398929
"1248",8.179401897
"1249",11.0846012
"1250",9.649853449
"1251",8.344569968
"1252",9.368449733
"1253",8.679914448
"1254",9.994095233
"1255",7.168295221
"1256",11.37596198
"1257",8.495737973
"1258",10.0375222
"1259",8.088994888
"1260",10.05024747
"1261",10.89268582
"1262",8.858339886
"1263",10.67075253
"1264",8.232356391
"1265",9.577479111
"1266",10.74462766
"1267",7.151630871
"1268",10.37495034
"1269",8.80207719
"1270",8.929388944
"1271",12.10797689
"1272",7.616447041
"1273",6.788524075
"1274",9.585393262
"1275",7.079697904
"1276",9.53996288
"1277",10.36231706
"1278",4.683068103
"1279",10.12314028
"1280",10.98519869
"1281",8.331070312
"1282",6.359127915
"1283",10.78429434
"1284",5.604025538
"1285",12.56993011
"1286",14.63402405
"1287",7.801051025
"1288",7.7486532
"1289",6.446829269
"1290",7.250532517
"1291",8.735848985
"1292",6.131486775
"1293",11.37304567
"1294",5.887630225
"1295",12.60612975
"1296",9.562478032
"1297",8.814927967
"1298",10.64863227
"1299",10.13753771
"1300",5.898093713
"1301",7.792877409
"1302",9.604138611
"1303",7.09260775
"1304",10.1358505
"1305",7.526970063
"1306",9.54403478
"1307",12.53961547
"1308",5.79677108
"1309",11.50544081
"1310",11.13537612
"1311",11.20601369
"1312",11.93256457
"1313",10.86443107
"1314",10.95566602
"1315",8.32274318
"1316",7.20227026
"1317",12.22566084
"1318",11.90903919
"1319",7.465062564
"1320",8.84307587
"1321",8.382157066
"1322",7.206266034
"1323",10.38449197
"1324",10.07031473
"1325",8.890083304
"1326",8.582119882
"1327",10.68862268
"1328",9.62724951
"1329",9.561264349
"1330",5.051324392
"1331",9.871393416
"1332",12.27528491
"1333",11.11233498
"1334",8.169991367
"1335",9.202616621
"1336",6.607210178
"1337",14.77576809
"1338",6.755073539
"1339",8.15120673
"1340",7.498303765
"1341",8.405071033
"1342",10.56203599
"1343",8.290399401
"1344",6.996724891
"1345",7.106662725
"1346",8.71170328
"1347",11.01629369
"1348",5.848127617
"1349",9.399613946
"1350",9.037802207
"1351",9.394033483
"1352",9.442969895
"1353",9.542160223
"1354",11.41353351
"1355",9.908073196
"1356",10.65627974
"1357",8.92924862
"1358",9.539533926
"1359",10.43424281
"1360",10.86497663
"1361",7.925070263
"1362",6.055291174
"1363",12.17446098
"1364",9.166721145
"1365",10.21170978
"1366",15.28484449
"1367",13.98235786
"1368",8.770777527
"1369",11.10947296
"1370",11.33448872
"1371",6.351306545
"1372",9.359951126
"1373",5.863663701
"1374",9.125964415
"1375",5.310125702
"1376",12.3869331
"1377",8.642978637
"1378",8.757637508
"1379",10.93334869
"1380",8.940154623
"1381",11.63971176
"1382",8.125979597
"1383",10.0292029
"1384",10.75656987
"1385",11.03066757
"1386",10.00016953
"1387",8.732948162
"1388",5.767860783
"1389",14.94760328
"1390",8.35747689
"1391",7.775944547
"1392",10.22144385
"1393",9.941805834
"1394",11.54492025
"1395",10.53283761
"1396",7.374055483
"1397",7.142875281
"1398",8.061048255
"1399",13.68725915
"1400",12.01640353
"1401",7.533813977
"1402",10.85551408
"1403",8.064034052
"1404",9.339890538
"1405",8.027187439
"1406",9.108275703
"1407",7.182186967
"1408",9.818901939
"1409",10.67165714
"1410",12.79511739
"1411",7.980161956
"1412",9.330163341
"1413",10.16020061
"1414",11.52217355
"1415",7.484779342
"1416",7.299695649
"1417",9.701223158
"1418",9.595332842
"1419",7.15774393
"1420",9.174727542
"1421",13.43058972
"1422",7.959803579
"1423",9.562972118
"1424",9.27014432
"1425",12.30182039
"1426",10.01478718
"1427",9.670914282
"1428",11.58232965
"1429",7.855984079
"1430",9.929754952
"1431",9.070632723
"1432",5.942156642
"1433",8.724160285
"1434",11.35952261
"1435",8.727665577
"1436",7.709961997
"1437",7.125651363
"1438",7.628890257
"1439",6.946485757
"1440",9.572140624
"1441",5.571417061
"1442",11.86728878
"1443",12.76109085
"1444",8.523707964
"1445",6.040712187
"1446",7.53884292
"1447",8.837363097
"1448",8.914997248
"1449",10.59050592
"1450",10.74167631
"1451",9.241600171
"1452",10.91637948
"1453",7.834296904
"1454",9.583555876
"1455",12.82104247
"1456",9.958631347
"1457",9.055778034
"1458",7.82805722
"1459",8.421276816
"1460",4.652994839
"1461",8.110121519
"1462",11.25500158
"1463",12.27522583
"1464",10.86865993
"1465",8.901030914
"1466",9.119537335
"1467",11.36963342
"1468",8.742875112
"1469",10.83960609
"1470",7.108654034
"1471",11.39471854
"1472",8.521365516
"1473",7.72636013
"1474",10.17955552
"1475",10.62349328
"1476",9.4370219
"1477",9.294549885
"1478",6.173107459
"1479",11.26710125
"1480",11.03376608
"1481",11.36806531
"1482",13.11653991
"1483",7.747729046
"1484",10.24097687
"1485",7.885064753
"1486",4.437322159
"1487",11.14167122
"1488",9.843904326
"1489",10.50129316
"1490",9.236071112
"1491",9.742295934
"1492",7.196819268
"1493",9.680078129
"1494",4.001374793
"1495",9.050668855
"1496",9.032008812
"1497",8.236929346
"1498",11.27070432
"1499",9.597534146
